HRname,companyInfo,companyName,education,expirence,info_url,jobname,salary,workAddress,workRequire
郭女士,神州数码信息服务股份有限公司[中文简称：神州信息；英文简称：DCITS;股票代码：000555.SZ]是中国信息服务产业的领导企业，30年来一直以业务模式和技术产品创新引领和推动中国信息化进程及信息服务产业的发展，为金融、政企、电信、农业及制造等重点行业提供技术服务、农业信息化、应用软件开,神州信息,大专,经验不限,https://www.zhipin.com/job_detail/428a574f13831c341nN60925GFM~.html,ERP系统管理员,6k-8k,北京西城区中化大厦,"负责用户角色开通及调整、日常运维及问题处理1、了解财务基础常识；2、熟悉金蝶ERP系统管理与维护；3、一年及以上EAS运维或开发的经验；4、房地产行业从业者优先考虑。
                            
                                    神州数码信息服务股份有限公司[中文简称：神州信息；英文简称：DCITS;股票代码：000555.SZ]是中国信息服务产业的领导企业，30年来一直以业务模式和技术产品创新引领和推动中国信息化进程及信息服务产业的发展，为金融、政企、电信、农业及制造等重点行业提供技术服务、农业信息化、应用软件开"
王先生,北京其欣然数码科技有限公司成立于2002年8月，并将其卡通注册为团队品牌，英文名称是ITS CARTOON，ITS是Imagination can be Turned to Substantiality.的缩写，译为“我们将想象变为现实”。,其卡通,本科,5-10年,https://www.zhipin.com/job_detail/825cbe6cbe33b3491nF43dy9Fg~~.html,系统管理员,4k-8k,,"wide
                            专业投资、策划、创作、制作动画电影，桂宝是我们近期的作品
                                    北京其欣然数码科技有限公司成立于2002年8月，并将其卡通注册为团队品牌，英文名称是ITS CARTOON，ITS是Imagination can be Turned to Substantiality.的缩写，译为“我们将想象变为现实”。"
张女士,易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国汽车互联网平台的领军企业。为中国汽车用户提供专业、丰富的互联网资讯服务，并为汽车厂商和汽车经销商提供卓有成效的互联网营销解决方案。,易车网,本科,3-5年,https://www.zhipin.com/job_detail/c8d89fea5954331e1XFz2Nm6GVU~.html,系统管理员,10k-20k,北京市海淀区腾达大厦裙楼,"工作职责1、协助EHR、OA等项目实施，包括业务调研、方案设计、系统配置、操作培训、上线支持等工作2、信息化系统维护、运营，系统日常维护及管理，内部用户反馈跟进处理3、参与跨部门项目的协作，了解其它部门对内部信息化需求，并提供产品技术解决方案4、公司内信息化系统，内部平台等内容维护任职要求1、本科以上学历2、熟悉业界主流信息化产品，有EHR、OA产品与运营维护的经验3、良好的沟通表达能力和文字表达能力，有责任心
                            
                                    易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国汽车互联网平台的领军企业。为中国汽车用户提供专业、丰富的互联网资讯服务，并为汽车厂商和汽车经销商提供卓有成效的互联网营销解决方案。"
左女士,北京居然之家家居新零售连锁集团是以家居为主业，以家庭大消费为平台，业务范围涵盖室内设计和装修、家具建材销售、智慧物流、商业会展、跨境电商、院线餐饮、城市综合体开发等领域的大型商业连锁集团公司。公司自1999年成立以来，已经连续多年获得“北京十大商业品牌”和“中国十,北京居然之家家居...,本科,3-5年,https://www.zhipin.com/job_detail/20ce6db457e066701HV92Nm_FlY~.html,系统管理员,10k-13k,北京东直门(地铁站)居然大厦,"岗位职责：1、负责系统的安全日常维护、配置优化及安全加固，持续发现和解决潜在的问题；2、利用网络监控平台及自动化运维工具，对系统及云服务器运营状态日常监控；3、对系统进行安全风险评估，寻找和发现系统已有漏洞；对安全隐患及漏洞提出解决方案并推动落实；4、负责信息安全事件应急响应和重大保障支撑，解决各种突发系统硬件故障、安全故障；5、关注信息安全技术的发展趋势，负责漏洞、病毒情报预警排查及修复加固建议方案制定、执行和闭环管理。6、完成领导交办的其他事项。任职条件：1、计算机、信息化管理专业；2、3年以上集团企业IT基础设施管理、信息安全管理等相关工作经验，年龄26-35岁；3、精通IT基础设施管理，包括（但不限于）服务器、网络、电子邮件、存储、信息安全、云计算、虚拟化、LDAP等；4、乐于学习，喜欢技术工作，较强的沟通和协作能力，对人友善，良好的英语听说读写能力。特殊要求：熟悉阿里EDAS、DRDS运维
                            
                                    北京居然之家家居新零售连锁集团是以家居为主业，以家庭大消费为平台，业务范围涵盖室内设计和装修、家具建材销售、智慧物流、商业会展、跨境电商、院线餐饮、城市综合体开发等领域的大型商业连锁集团公司。公司自1999年成立以来，已经连续多年获得“北京十大商业品牌”和“中国十"
高先生,吕氏疙瘩汤创立于1998年，是直营连锁模式的餐饮企业，总部坐标：青岛，现在公司共拥有五个品牌：私家菜馆、光速厨房、楼前小馆、宽鲜锅贴和宽小鲜，全公司共50多家分店，它们分别座落于北京、济南、青岛、烟台、淄博、东营、德州、石家庄、太原、郑州等，现公司拥有员工2000多名，公司目前在不断拓展，欢迎有理想,吕氏餐饮,学历不限,经验不限,https://www.zhipin.com/job_detail/9a9295399c8fc2fd1nF709u-FVY~.html,厨师 面点 凉菜 学徒,3k-6k,北京西城区凯德MALL(西直门店)6楼,"公司简介吕氏疙瘩汤是一家创建于1998年的直营连锁模式的餐饮公司，总部位于青岛，现在拥有私家菜馆、光速厨房和楼前食堂、宽鲜锅贴四个品牌，共30多家分店，分布于北京、潍坊、烟台、青岛、东营、德州、济南、日照、济宁、郑州、连云港等地，拥有员工1000多名，公司目前在不断拓展，欢迎有理想、有目标的你加入。
                            吕氏餐饮有限公司 青岛品牌连锁  旗下四个品牌 30多家分店  分布于 北京 郑州 青岛 济南 烟台 日照 潍坊 东营等地 并不断拓展开店 招聘厨房各岗位人员 和学徒 待遇好 不压工资 有很好的晋升平台 ，期待您的加入
                                    吕氏疙瘩汤创立于1998年，是直营连锁模式的餐饮企业，总部坐标：青岛，现在公司共拥有五个品牌：私家菜馆、光速厨房、楼前小馆、宽鲜锅贴和宽小鲜，全公司共50多家分店，它们分别座落于北京、济南、青岛、烟台、淄博、东营、德州、石家庄、太原、郑州等，现公司拥有员工2000多名，公司目前在不断拓展，欢迎有理想"
侯女士,北京康诚世纪投资有限公司，成立于1993年3月6日，是一家拥有十余家下属子公司的多元化经营企业，主要经营金融服务、股权投资、进口汽车批发和销售及改装、出租汽车客运服务与汽车租赁、移动互联网研发应用、人力资源服务、地产开发与物业经营等项目。,康诚世纪,大专,经验不限,https://www.zhipin.com/job_detail/831792fbc9f882d90nF83tm5Eg~~.html,系统管理员,4k-7k,北京市朝阳区将台镇酒仙桥北路酒仙桥北路1号院东郊分院,"岗位职责：1.负责公司网络及电子设备的软硬件日常维护及管理；2.负责OA办公系统相关信息的记录与导出；3.负责机房及相关设备系统日常维护并保证安全稳定运行，包含交换机路由器、PBX电话程控交换机、监控系统设备以及其它办公系统；4.负责公司网络安全，信息设备的采购、登记、编号、保管与维护；5.对其他部门的同事提供IT支持服务；6.公司业务的网络信息化进程推进；7.公司领导安排的其他任务。岗位要求：1.专科以上计算机相关专业，1年以上相关工作经验；2.熟练掌握计算机软硬件方面的知识；3.熟悉局域网设备，路由器、防火墙等网络设备的配置；4.学习能力强，较好的沟通和协作能力，极强的执行力，具备良好的服务意识；5.能够独立工作，高效地排除计算机及办公设备的软、硬件故障。
                            公司拥有一支由高学历、高素质人才组成的团队。团队成员年轻而充满朝气，具有创新意识并勇于迎接挑战。具备良好的社会责任感，愿为企业、社会、国家的发展，贡献一己之力。
                                    北京康诚世纪投资有限公司，成立于1993年3月6日，是一家拥有十余家下属子公司的多元化经营企业，主要经营金融服务、股权投资、进口汽车批发和销售及改装、出租汽车客运服务与汽车租赁、移动互联网研发应用、人力资源服务、地产开发与物业经营等项目。      公司成立之初是以经营出租汽车客运"
徐先生,拥有全国连锁的高效率祛痘专业机构，多家门店可供选择。陆续发展全国更多地方门店，诚聘前台/美容师/顾问/HRBP。有意向可直接与我联系，痘博士具有专业祛痘手法，工作环境融洽，包吃包住，氛围好。最近发展上海门店，有意向的可以速速联系。,专注美容,本科,经验不限,https://www.zhipin.com/job_detail/e8b68280cb0c97131Xd729y8FVE~.html,美容学徒,6k-12k,北京朝阳区痘博士专业祛痘(国贸店),"岗位职责：1.根据公司标准化服务流程，为顾客提供全方位皮肤护理服务；2.做好顾客皮肤分析，根据每位客户的具体情况，提供针对性服务解决方案；3.帮助顾客选择合适的护理项目及产品；4.根据客户情况，填写随诊日志；5.不定期和客户联络沟通，做好各种记录工作；6.学习产品知识和专业技术，不断提高自身职业素质和技能；7.积极参加公司培训，不断提高美容知识水平。任职要求：1.五官端正、皮肤好、气质佳，形象好，年龄18-32岁；2.具有医疗、美容、销售等相关行业经验者优先；3.持有美容证书者，或有大型美容院工作经验者优先录取；4.技术手法好，服务意识强，具有良好的职业素养；5.性格活泼开朗，语言表达能力强，有良好的沟通能力和亲和力；6.注重礼仪，吃苦耐劳，敬业积极，有上进心，团队合作精神佳。公司提供食宿、标准八小时工作时间，加班有补助！薪资:高底薪+高提成，有意者可直接致电。我公司主要项目是针对青春痘祛痘的面部美容护肤，欢迎对此感兴趣人士投递简历。另没有经验者我们可以带薪培训！！！公司包食宿，全国直营连锁，平台大晋升快！视能力定薪资！能力强，平台给你提供机会，赚多少，你的能力和业绩说了
                            
                                    拥有全国连锁的高效率祛痘专业机构，多家门店可供选择。陆续发展全国更多地方门店，诚聘前台/美容师/顾问/HRBP。有意向可直接与我联系，痘博士具有专业祛痘手法，工作环境融洽，包吃包住，氛围好。最近发展上海门店，有意向的可以速速联系。"
张先生,"北京远行文化发展有限公司（以下简称“远行文化”）是一家专注于移动互联网领域的信息技术服务提供商,致力于打造国内领先的休闲运动度假服务的全新生活方式。公司成立于2016年12月，位于北京。公司以强大的实力及前瞻的视角整合了多品牌、多业态的行业资源，目前旗下主要拥有泛体育、泛娱乐",远行,大专,1-3年,https://www.zhipin.com/job_detail/77e653eba772c77c1XZ909S6Els~.html,系统管理员,5k-7k,北京朝阳区广渠东路3号院中水电国际大厦1401,"有餐饮点餐系统运营维护，服务器日常维护，运动娱乐等音响设备管理经验者优先考虑。
                            
                                    北京远行文化发展有限公司（以下简称“远行文化”）是一家专注于移动互联网领域的信息技术服务提供商,致力于打造国内领先的休闲运动度假服务的全新生活方式。公司成立于2016年12月，位于北京。公司以强大的实力及前瞻的视角整合了多品牌、多业态的行业资源，目前旗下主要拥有泛体育、泛娱乐"
李先生,北京壹加艾克斯医学信息技术有限公司是由北京壹加艾克斯医学研究院和北京慧诊信网络科技有限公司合资成立的医学科研发展公司，致力于慢病防治新理念的推广和探索，同时通过严格的临床观察对治疗方法进行验证和推广。公司拥有完善的EDC平台和分布全国多地的研究分中心，并在持续收集多种疾病的慢病大数据。公司启动的慢病,壹加艾克斯医学,大专,1年以内,https://www.zhipin.com/job_detail/4f5b9e3f1d07cf251XVz2Ni5GFc~.html,系统管理员,6k-8k,北京东城区富华大厦A座11层M室,"主要负责系统后台管理，资料整理，数据库修改数据等系统管理员的工作，具体工作事宜需面试详谈，因为数据量比较大，所以一定需要细心细心再细心的小伙伴。
                            
                                    北京壹加艾克斯医学信息技术有限公司是由北京壹加艾克斯医学研究院和北京慧诊信网络科技有限公司合资成立的医学科研发展公司，致力于慢病防治新理念的推广和探索，同时通过严格的临床观察对治疗方法进行验证和推广。公司拥有完善的EDC平台和分布全国多地的研究分中心，并在持续收集多种疾病的慢病大数据。公司启动的慢病"
李女士,北京江河润泽工程管理咨询有限公司是中国核工业建设集团有限公司和新华水利控股集团公司共同设立的新华水力发电有限公司控股的专门从事招标代理、工程咨询和造价咨询等业务的专业化公司。公司拥有工程招标代理机构甲级资质、中央投资项目招标代理机构甲级资质、政府采购招标代理机构甲级资质和工程咨询单位丙级资,江河润泽,大专,经验不限,https://www.zhipin.com/job_detail/402c5e161c8fd8e31nJz2965Flo~.html,系统管理员,4k-8k,北京丰台区总部基地18区11号楼,"岗位职责：1.信息化管理：负责公司计算机和计算机系统的管理及维护工作；2.行政管理：负责办公设备及用品的采购、登记、盘点和营业执照的年检、变更等管理工作；2.车辆管理：负责公司车辆的日常维护和管理工作,完成出车任务；3.物业管理：负责公司水电等物业费用的结算、分摊和办公场所的设备维护、维修等管理工作；5.安全管理：负责公司防火、防盗安全维护，建立安全突发情况处理预案；6.会议管理：协助策划和组织公司重要会议、培训、文体和党团等活动。任职要求：1.为人正直，责任心及安全意识强，具备良好的身体素质和职业素养；2.具有一定的管理和协调能力，做事认真、细致，能够运用办公软件及设备；3.具有后勤管理相关工作经验优先。
                            
                                    北京江河润泽工程管理咨询有限公司是中国核工业建设集团有限公司和新华水利控股集团公司共同设立的新华水力发电有限公司控股的专门从事招标代理、工程咨询和造价咨询等业务的专业化公司。公司拥有工程招标代理机构甲级资质、中央投资项目招标代理机构甲级资质、政府采购招标代理机构甲级资质和工程咨询单位丙级资"
范女士,,中期,本科,1年以内,https://www.zhipin.com/job_detail/477fc6ac847fd0051Xd52t--GVA~.html,系统管理员,8k-10k,北京朝阳区中国中期大厦A座,岗位职责：1、公司信息系统网络架构的设计与搭建；2、公司计算机及网络设备的日常操作、维护和管理；3、协助处理公司其他相关工作。任职要求：1、了解主流交换路由设备，例如Cisco、h3c、华为等；2、了解主流防火墙设备，例如juniper、Cisco、checkpoint和山石等；3、熟悉tcp/IP协议，能够独立运维和管理路由器、交换机、防火墙等设备；4、大学本科计算机相关专业；5、二年以上工作经验，1年以上网络管理经验；6、有网络相关认证、证券、期货从业资格证优先。
朱女士,爱慕集团(以下简称爱慕)由爱慕股份有限公司及其全资和投资的数十家分子公司、合资公司组成；爱慕专业从事高品质贴身服饰及其用品的研发、制造和品牌运营，总部位于北京市朝阳区，旗下有两家国家高新技术企业。,爱慕股份有限公司,本科,3-5年,https://www.zhipin.com/job_detail/b6a15aa9d9eab9811X15092-E1Q~.html,系统管理员,8k-10k,北京朝阳区爱慕大厦c座7层人力资源部,"工作职责:1.   信息化项目的选型、推进和管理；2.   信息系统的升级优化改进；3.   信息系统的日常运维；4.   其他相关工作。任职资格:1. 计算机相关专业本科及以上学历；2. 熟悉Oracle、MySQL、SQL Server等常用数据库；3. 至少三年以上鞋服行业信息系统管理经验，熟悉服装企业管理模式；4. 具有良好的逻辑思维，对用户体验和系统实现有很好的把握； 5. 具有良好的学习能力、沟通能力；6. 有项目经理工作经验者优先。
                            
                                    爱慕集团(以下简称爱慕)由爱慕股份有限公司及其全资和投资的数十家分子公司、合资公司组成；爱慕专业从事高品质贴身服饰及其用品的研发、制造和品牌运营，总部位于北京市朝阳区，旗下有两家国家高新技术企业。爱慕自1993年创建“爱慕”（AIMER）品牌，持续建设品牌和品类，现旗下拥"
赵女士,北京中船信息科技有限公司（简称CSIT）成立于2000年12月，目前由中国船舶工业集团公司船舶系统工程部、中国船舶工业贸易公司、上海外高桥造船有限公司等16家船舶行业知名企业共同出资设立，注册资本1600万元，是北京市高新技术企业。公司的主要业务领域为信息化规划咨询及总体集成、网络与信息安全系统集成,中船信息,本科,3-5年,https://www.zhipin.com/job_detail/bb502fb61a4032231Hd_39-6FFo~.html,应用系统管理员,6k-11k,北京市 西城区 中国船舶重工集团公司(南门),"岗位职责：1、对OA、档案、财务等应用管理系统进行日常管理，调整；2、负责相关应用系统环境搭建及维护；3、负责相关应用系统权限策略调整及日常管理；4、负责相关应用系统数据维护及安全防护；5、配合厂商对应用系统升级、改版等相关工作；6、负责相关应用系统的维护手册、审计报告、应急演练等文档的编写。岗位要求：1、本科以上学历，计算机相关专业，3年以上年相关工作经验；2、熟悉U8、OA等管理系统，并具备实操经验；3、熟悉Windows sever系统操作，升级，补丁、安全防护、日志查看等；4、熟悉Sql server、 Oracle数据库部署、维护、管理等；5、熟悉Tomcat、IIS、Apache等6、具备一定的Linux使用经验；7、有良好的沟通能力及自学能力，有较强的抗压能力、工作进取心及较好的团队协作精神；8、北京户口优先考虑。
                            
                                    北京中船信息科技有限公司（简称CSIT）成立于2000年12月，目前由中国船舶工业集团公司船舶系统工程部、中国船舶工业贸易公司、上海外高桥造船有限公司等16家船舶行业知名企业共同出资设立，注册资本1600万元，是北京市高新技术企业。公司的主要业务领域为信息化规划咨询及总体集成、网络与信息安全系统集成"
张先生,博之林广告（北京）有限公司致力于移动互联网广告营销。公司总部设于北京，在上海和广州均设有分公司，全国规模约200人。博之林主张创新、进步，是全国领先的媒介传播机构，同时也是行业内最早涉足social领域的公司之一，目前更是多家品牌客户的广告一级供应商。2018年，博之林在第九届金鼠标国际数字营销节中,博之林,大专,1-3年,https://www.zhipin.com/job_detail/a7b605a59207a6511HB70tu5EFo~.html,财务系统管理员,8k-9k,北京朝阳区三间房南里4号A25_3,"1.负责各类原始凭证的审核、记账凭证的编制与录入及审核工作2.负责月度、季度、年度各项税金的计算、缴纳工作；3.财务及erp 系统维护
                            
                                    博之林广告（北京）有限公司致力于移动互联网广告营销。公司总部设于北京，在上海和广州均设有分公司，全国规模约200人。博之林主张创新、进步，是全国领先的媒介传播机构，同时也是行业内最早涉足social领域的公司之一，目前更是多家品牌客户的广告一级供应商。2018年，博之林在第九届金鼠标国际数字营销节中"
范女士,,中期,本科,1-3年,https://www.zhipin.com/job_detail/b906104f1055dcb41Xd93du9FFU~.html,系统管理员,10k-12k,北京朝阳区中国中期大厦A座,岗位职责：1、公司信息系统网络架构的设计与搭建；2、公司计算机及网络设备的日常操作、维护和管理；3、协助处理公司其他相关工作。任职要求：1、了解主流交换路由设备，例如Cisco、h3c、华为等；2、了解主流防火墙设备，例如juniper、Cisco、checkpoint和山石等；3、熟悉tcp/IP协议，能够独立运维和管理路由器、交换机、防火墙等设备；4、大学本科计算机相关专业；5、二年以上工作经验，1年以上网络管理经验；6、有网络相关认证、证券、期货从业资格证优先。
王女士,,虚苑文化,本科,经验不限,https://www.zhipin.com/job_detail/7815fedac0b0cf8e1Xd72tm1FlE~.html,系统管理员,3k-4k,北京朝阳区虚苑北京虚苑文化艺术发展有限公司,包食宿，一周六天工作制
贾女士,集团简介 中航建设集团有限公司，是由世界500强企业——中国航空工业集团公司控股的一家现代化大型央企，是中国国防金融研究会创始会员单位，具有军工涉密业务咨询服务资质。 中航建设以工程总承包为主业，从事建筑工程施工、市政工程施工、古建筑施工、专业工程承包、专业设备安装、投资、房,中航建设集团,大专,应届生,https://www.zhipin.com/job_detail/3a48c3d648bd68391HV93du_FVc~.html,信息系统管理员,4k-5k,北京怀柔区中航建设集团,"岗位职责：1、公司内所有计算机及相关设备(打印机、投影机、服务器、交换机、路由器等) 的管理、维护、安全防范和故障处理等，确保公司网络及办公设备的正常运作；2、有ERP、OA系统管理维护经验； 3、为集团及分公司的计算机及网络应用提供必要的技术服务和帮助；4、完成领导交付的其他工作。任职要求：1、二年以上企业网络管理工作经验，大专及以上学历，网络工程、计算机信息技术、信息管理与信息系统等相关专业毕业； 2、负责过建筑公司工程管理软件系统管理维护；3、性格稳重、工作严谨、敬业、有耐心、责任心强、主动积极、具团队合作精神。4、能接受加班和值夜班。工作地址北京市怀柔区雁栖经济开发区雁栖大街中航建设集团大厦
                            企业目前正在建设航空总医院新建工程、中科院信息化大厦工程、北京怀柔科学城“两个平台”工程等。       荣获国家级或省（市）级相关奖项30余项，先后被评为“首都文明单位”“北京市用户满意企业”“北京市建设行业诚信企业”“北京市优秀施工企业”。
                                    集团简介 中航建设集团有限公司，是由世界500强企业——中国航空工业集团公司控股的一家现代化大型央企，是中国国防金融研究会创始会员单位，具有军工涉密业务咨询服务资质。 中航建设以工程总承包为主业，从事建筑工程施工、市政工程施工、古建筑施工、专业工程承包、专业设备安装、投资、房"
王女士,,蓝狮传媒,大专,应届生,https://www.zhipin.com/job_detail/fc5589840ba36be11nN53dW1FFo~.html,系统管理员,4k-6k,北京海淀区新华1949百花文化产业园(东门)A栋5层,1、维护办公网络、电脑等系统，管理投影会议等通迅系统；2、网络安全及公司用户信息管理；3、IT相关设备管理与维护；4、配合协助各部门最好IT服务，提高工作效率；5、公司机房管理；6、协助领导处理些行政事宜工作。
刘先生,北京苏伯格林能源控股有限公司成立于2014年5月份，旗下下设苏伯格林香港、贸易、易油卡、科技、无锡现代、蓝方潜水等，各公司均独立运营管理，涉及到的业务面较为广泛，实体投资、企业咨询管理、石化产品的进口、批发与直销、仓储、物流、原油期货、客户服务、TI技术服务等。,苏伯格林,学历不限,1-3年,https://www.zhipin.com/job_detail/47037664c44841b60nV_2N-5GA~~.html,系统管理员,5k-7k,朝阳区望京阜通东大街6号方恒国际C座1008,"岗位职责 :1. 负责Windows服务器的规划，部署、监控、维护、升级和管理。2. 负责部署Windows Server系统安装、配置、升级、优化及监控，实施安全加固策略。3. 负责快速处理实际运行中遇到的各种硬件和系统故障；4. 负责AD、DNS、DHCP配置及运行维护。5. 负责Exchange、Lync、ERP、WEB服务器的管理、维护和优化；6. 负责防火墙和交换机的配置、管理和网络监控。7. 负责IT日常运维支持（桌面、网络、办公设备等）8. 负责IT设备选型和购置；9. 根据公司需要编写编写日常运维操作手册、相关预案、管理文档等；10.跟踪同行业界最新IT技术动态，为公司信息发展提供先进高效解决方案；职位要求：1. 计算机相关专业专科及以上学历，1年以上相关工作经验。2. 精通各类Windows服务器的规划，部署、维护，升级和管理。3. 精通微软AD活动目录管理和组策略配置， 精通微软相关产品线部署和使用, DNS、DHCP等服务的配置和维护经验。熟悉Windows补丁管理，安全策略4. 熟悉Exchange、Lync、WEB、FTP、CA等配置与管理。5. 熟悉常用IT设备的配置和参数，有设备选型和采购经验。6.具备方案的撰写、需求分析、测试报告、培训手册和建议书等技术文档的编写能力。7. 具有较强学习和独立研究的能力，高度责任心，良好的分析能力与沟通技巧，并能承担高压力的工作。
                            北京苏伯格林能源控股有限公司成立于2014年5月份，旗下下设苏伯格林香港、贸易、易油卡、科技、无锡现代、蓝方潜水等，各公司均独立运营管理，涉及到的业务面较为广泛，实体投资、企业咨询管理、石化产品的进口、批发与直销、仓储、物流、原油期货、客户服务、TI技术服务等。
                                    北京苏伯格林能源控股有限公司成立于2014年5月份，旗下下设苏伯格林香港、贸易、易油卡、科技、无锡现代、蓝方潜水等，各公司均独立运营管理，涉及到的业务面较为广泛，实体投资、企业咨询管理、石化产品的进口、批发与直销、仓储、物流、原油期货、客户服务、TI技术服务等。"
刘女士,公司简介：,富思特,大专,3-5年,https://www.zhipin.com/job_detail/f860a98d4517682d1nV92NS8GFI~.html,ERP系统管理员,5k-10k,北京亦庄经济技术开发区地盛中路3号中辉世纪传媒大厦B座3层,"岗位职责：1.负责处理、解决ERP、CRM使用过程中遇到的问题；2.负责分析用户需求，提出合理化建议，并及时沟通协调，保障系统的优化运行；3.负责协助部门负责人对ERP项目流程优化、实施工作；4.负责ERP系统基础档案的添加和维护；5.负责各业务岗位的培训工作；6.负责ERP系统运行服务器的维护。 任职要求：1.大专及以上学历，计算机、信息化管理或相关专业；2.2年以上ERP或CRM系统实施及维护经验，有SQL的实际操作经验，可做简单的编程开发；3.有较强的逻辑思维能力及良好的沟通协调能力；4.有较强的抗压能力强、工作进取心及较好的团队协作精神；5.具备信息化系统实施经验，或在企业信息化推行工作的相关经验优先。
                            
                                    公司简介：富思特新材料科技发展股份有限公司始创于1995年，注册资金1个亿，是中国规模最大的集建筑涂料、保温、地坪的研发、生产、销售和施工为一体的大型现代化企业，是中国建筑工程领域涂料保温一体化解决方案专业供应商。20年来，凭借“精准、精专、精进”的理念，专注于精品建筑外"
许女士,信诺时代」,信诺时代,大专,1-3年,https://www.zhipin.com/job_detail/dc95c5fae7b27c6b1nN629u0Elo~.html,SCCM系统管理员,6k-8k,北京市海淀区学院路35号世宁大厦3层305室,"岗位职责：负责操作SCCM系统和服务器的运行维护管理，提供微软产品方面的服务和支持。1、负责SCCM系统日常运维检查及监控工作，发现问题并按照流程进行处理；2、根据要求负责SCCM系统的执行日常的补丁管理，及软件分发，打包配置；3、负责相关故障、疑难问题排查处理，编制汇总故障、问题、变更，定期提交汇总报告；4、执行日常的SCCM站点服务器的管理及解决客户端SCCM 的问题；5、执行每月的补丁分发，在规定的时间内推送补丁包到客户端及服务器；6、基于ITIL运维管理，负责SCCM系统运维相关流程的规划、设计、推行、实施和持续改进；7、协助并配合团队成员完成其它工作； 任职要求：1、专科及以上学历,window系统运维管理相关工作经验1年以上;2、熟练掌握window server 的安装、配置、优化与管理；3、至少一年的SCCM管理经验，熟悉安全补丁管理，软件分发，站点服务器的管理与    配置，及常见的SCCM客户端问题的Troubleshooting；4、熟悉SCCM report功能；5、熟悉Microsoft SQL Server良好的脚本编写能力，熟悉批处理；6、良好的沟通能力、逻辑分析、理解能力和文档书写能力（写过方案、流程、规划文档）;7、工作认真细致,有强烈的责任心,良好的团队合作精神；8、了解ITIL运维体系,有运维工作经验、具备ITIL认证优先；9、具有微软MCSE或MCSE证书优先。
                            薪资福利：1. 五险一金、补充商业医疗保险、补充商业意外保险；2. 每年薪资定级考核，根据级别予以调整；3. 每年定期组织安排员工体检、拓展等活动；4. 午餐补助、通讯补助、交通补助
                                    信诺时代」是一家集软件和信息安全解决方案销售、顾问咨询、客户化服务、教育培训为一体的高科技企业。自成立以来，信诺时代以发现和创造客户需求，通过最快捷的服务、最高的性价比来满足客户的需求为经营主旨，在竞争激烈的IT市场上确立了自己独特的竞争优势。经过多年的摸索与辛勤耕耘，「信诺时代」已成为人员规模"
夏先生,北京巨洲云科技有限公司成立于2014年，是一家快速成长的互联网创新型企业，致力于打造行业信息化“新平台、新生态、跨组织协同”为核心的SaaS管理平台，为企业提供管理咨询及基于信息技术的系统建设、实施和服务的一体化解决方案，助力企业持续健康发展。,巨洲云科技,大专,3-5年,https://www.zhipin.com/job_detail/0216eebfab038aa41HV43tq7E1E~.html,系统管理员,6k-10k,北京市 朝阳区 世茂大厦B座(正门) B座19层,"岗位职责：1、负责公司平台的运行监控和维护，保障网络系统的安全及正常运行；2、办公设备的日常维护及管理；3、负责内部信息系统建设、维护；公司域名、后台数据、OA系统、企业邮箱管理；4、负责公司日常账号，权限管理，配合部门进行实时更新维护5、领导交办的其他事项。任职要求：1、计算机或IT相关专业，专科以上学历，3年工作经验；2、熟练使用公司内部OA办公系统及系统流程的搭建；3、熟悉网络设备及局域网建设维护工作；4、熟练掌握计算机以及打印机、复印机、传真机等办公设备的日常维护和故障处理；5、熟悉公司内部ERP管理系统的使用及系统流程；
                            
                                    北京巨洲云科技有限公司成立于2014年，是一家快速成长的互联网创新型企业，致力于打造行业信息化“新平台、新生态、跨组织协同”为核心的SaaS管理平台，为企业提供管理咨询及基于信息技术的系统建设、实施和服务的一体化解决方案，助力企业持续健康发展。       巨"
陈女士,康龙化成新药技术股份有限公司成立于2003年，是国际领先的生命科学研发服务企业。公司宗旨为“以最高水平的研发服务，帮助伙伴们成功开发新药，降低新药研发成本，提高新药研发效率”。经过多年发展，康龙化成打造了全方位的临床前药物研发一体化平台，贯穿合成化学与药物化学、生物、药物代谢,康龙化成,本科,1-3年,https://www.zhipin.com/job_detail/77124bece04b64d41Hd-0925ElU~.html,系统管理员,5k-10k,北京大兴区康龙化成(北京)新药技术股份有限公司大兴区亦庄泰和路6号,"岗位职责：1、依照公司IT管理体系，执行网络管理相关工作规范；2、负责公司网络及弱电系统的日常运行维护；3、负责公司新建园区网络的规划设计及相关配置；4、对现有网络系统进行优化设计，提升系统性能；5、完成上级交待的其它任务；任职要求：1、计算机或相关专业本科学历以上；2、熟练掌握华为网络交换机相关技术，并能够熟练进行相关配置和维护；3、熟练掌握TMG 、Juniper等防火墙产品的管理与配置；4、优秀的英语口语及书面表达能力；
                            
                                    康龙化成新药技术股份有限公司成立于2003年，是国际领先的生命科学研发服务企业。公司宗旨为“以最高水平的研发服务，帮助伙伴们成功开发新药，降低新药研发成本，提高新药研发效率”。经过多年发展，康龙化成打造了全方位的临床前药物研发一体化平台，贯穿合成化学与药物化学、生物、药物代谢"
